Project Name,Address,Floor,Area (sqm),Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Min(Floor),Max(Floor),LowFloorCutoff,TenureStart,PropertyAge,GroundFloor,LowFloor,HighFloor,Penthouse,NewPurchaser,HDBPurchaser,PrivatePurchaser,WestRegion,NorthRegion,NorthEastRegion,East Region,CentralRegion,Order,Order 2,Prior Transacted Price ($),Prior Sale Date,Profit ($),No of years owned,nearest_station_name,mrt_less_than_1,mrt_between_1_and_2,mrt_distance_grp,mrt_dist_meter,nearest_school_name,sch_distance_grp,sch_dist_meter,CPI at Resale Month,Floor_Level,Sale_Year
THE RIVERVALE,1 Rivervale Link  #08-02,8,122,495000,4057,377,23/04/2007,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.4,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,607800,26/02/1999,-112800,8.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.417,Bottom Half,2007
THE RIVERVALE,1 Rivervale Link  #08-02,8,122,900000,7377,685,26/07/2017,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,19.6,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,3,495000,23/04/2007,405000,10.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.223,Bottom Half,2017
THE RIVERVALE,1 Rivervale Link  #08-06,8,117,438000,3744,348,13/08/2006,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8.7,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,2,559300,13/01/1999,-121300,7.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.085,Bottom Half,2006
THE RIVERVALE,1 Rivervale Link  #08-06,8,117,838000,7162,665,27/05/2016,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,18.5,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,3,438000,13/08/2006,400000,9.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.216,Bottom Half,2016
THE RIVERVALE,1 Rivervale Link  #08-08,8,116,950000,8190,761,18/11/2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.9,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,580700,16/06/1998,369300,16.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.941,Bottom Half,2014
THE RIVERVALE,1 Rivervale Link  #08-09,8,116,885000,7629,709,11/8/2017,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,19.7,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,2,908000,28/09/2011,-23000,5.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.554,Bottom Half,2017
THE RIVERVALE,1 Rivervale Link  #08-10,8,127,998000,7858,730,12/2/2018,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.2,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,650800,15/07/1998,347200,19.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.001,Bottom Half,2018
THE RIVERVALE,1 Rivervale Link  #08-11,8,117,424000,3624,337,11/10/2006,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8.8,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,2,559300,22/06/1998,-135300,8.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.322,Bottom Half,2006
THE RIVERVALE,1 Rivervale Link  #08-11,8,117,870000,7436,691,25/04/2017,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,19.4,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,424000,11/10/2006,446000,10.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.259,Bottom Half,2017
THE RIVERVALE,1 Rivervale Link  #08-12,8,120,920800,7673,713,3/11/2011,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.9,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,589500,25/06/1998,331300,13.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,94.314,Bottom Half,2011
THE RIVERVALE,1 Rivervale Link  #08-13,8,121,905000,7479,695,26/05/2016,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,18.4,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,608700,24/06/1998,296300,17.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.216,Bottom Half,2016
THE RIVERVALE,1 Rivervale Link  #08-15,8,122,465000,3811,354,19/10/2006,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8.8,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,607800,27/01/1999,-142800,7.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.322,Bottom Half,2006
THE RIVERVALE,1 Rivervale Link  #08-15,8,122,868000,7115,661,28/12/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,465000,19/10/2006,403000,4.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.401,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #08-16,8,121,635000,5248,488,22/09/2008,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.8,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,614300,8/5/1998,20700,10.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.79,Bottom Half,2008
THE RIVERVALE,1 Rivervale Link  #09-01,9,122,945000,7746,720,20/07/2011,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.6,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,623700,25/06/1998,321300,13.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,92.913,Top Half,2011
THE RIVERVALE,1 Rivervale Link  #09-05,9,120,582000,4850,451,14/12/2008,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,11,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,2,551760,1/9/1999,30240,9.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.931,Top Half,2008
THE RIVERVALE,1 Rivervale Link  #09-05,9,120,925000,7708,716,22/03/2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.3,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,3,582000,14/12/2008,343000,9.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.798,Top Half,2018
THE RIVERVALE,1 Rivervale Link  #09-08,9,116,665000,5733,533,11/9/2009,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,11.7,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,585200,23/06/1998,79800,11.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.436,Top Half,2009
THE RIVERVALE,1 Rivervale Link  #09-08,9,116,843000,7267,675,30/12/2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,3,665000,11/9/2009,178000,1.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.401,Top Half,2010
THE RIVERVALE,1 Rivervale Link  #09-09,9,116,662000,5707,530,17/01/2008,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.1,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,2,585200,25/06/1998,76800,9.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,82.415,Top Half,2008
THE RIVERVALE,1 Rivervale Link  #09-09,9,116,930000,8017,745,26/03/2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.3,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,3,662000,17/01/2008,268000,10.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.798,Top Half,2018
THE RIVERVALE,1 Rivervale Link  #09-12,9,120,442000,3683,342,22/01/2007,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.1,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,568260,20/08/1999,-126260,7.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,77.291,Top Half,2007
THE RIVERVALE,1 Rivervale Link  #09-13,9,121,940000,7769,722,14/03/2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.2,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,554752,1/8/1999,385248,14.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.251,Top Half,2014
THE RIVERVALE,1 Rivervale Link  #09-15,9,122,928000,7607,707,21/11/2011,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.9,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,612300,7/6/1999,315700,12.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,94.314,Top Half,2011
THE RIVERVALE,1 Rivervale Link  #09-16,9,121,505000,4174,388,24/05/2007,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.4,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,618800,17/06/1998,-113800,8.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.932,Top Half,2007
THE RIVERVALE,1 Rivervale Link  #10-01,10,122,945000,7746,720,15/12/2011,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,628200,1/6/1998,316800,13.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,94.349,Top Half,2011
THE RIVERVALE,1 Rivervale Link  #10-02,10,122,860000,7049,655,3/9/2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.7,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,616800,12/7/1999,243200,11.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,88.572,Top Half,2010
THE RIVERVALE,1 Rivervale Link  #10-04,10,122,960000,7869,731,19/01/2015,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,17.1,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,579416,4/9/1999,380584,15.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.613,Top Half,2015
THE RIVERVALE,1 Rivervale Link  #10-06,10,117,640000,5470,508,9/6/2008,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.5,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,568300,1/7/1998,71700,9.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,84.721,Top Half,2008
THE RIVERVALE,1 Rivervale Link  #10-07,10,127,993000,7819,726,2/5/2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.4,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,659800,1/6/1998,333200,13.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.4,Top Half,2012
THE RIVERVALE,1 Rivervale Link  #10-08,10,116,470000,4052,376,19/09/2006,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8.8,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,2,589700,15/06/1998,-119700,8.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.017,Top Half,2006
THE RIVERVALE,1 Rivervale Link  #10-08,10,116,950000,8190,761,8/8/2012,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.6,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,3,470000,19/09/2006,480000,5.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,97.231,Top Half,2012
THE RIVERVALE,1 Rivervale Link  #10-11,10,117,820000,7009,651,20/12/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,531520,14/09/1999,288480,11.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.401,Top Half,2010
THE RIVERVALE,1 Rivervale Link  #10-15,10,122,930000,7623,708,5/2/2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.1,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,616800,3/6/1999,313200,18.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.001,Top Half,2018
THE RIVERVALE,1 Rivervale Link  #10-15,10,122,945000,7746,720,17/10/2019,99 Yrs From 18/12/1997,2000,Resale,N.A,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,21.8,N,N,Y,N,Y,N,N,N,N,Y,N,N,0,3,930000,5/2/2018,15000,1.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,NA,Top Half,2019
THE RIVERVALE,1 Rivervale Link  #10-16,10,121,670000,5537,514,27/05/2008,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.4,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,623300,23/06/1998,46700,9.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,84.876,Top Half,2008
THE RIVERVALE,1 Rivervale Link  #11-01,11,122,545000,4467,415,1/6/2007,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.5,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,632700,25/06/1998,-87700,8.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.778,Top Half,2007
THE RIVERVALE,1 Rivervale Link  #11-01,11,122,995000,8156,758,24/06/2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.5,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,3,545000,1/6/2007,450000,7.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.009,Top Half,2014
THE RIVERVALE,1 Rivervale Link  #11-04,11,122,588000,4820,448,17/10/2007,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.8,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,584016,17/08/1999,3984,8.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,81.503,Top Half,2007
THE RIVERVALE,1 Rivervale Link  #11-06,11,117,880000,7521,699,20/04/2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.3,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,430000,8/11/2005,450000,6.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.199,Top Half,2012
THE RIVERVALE,1 Rivervale Link  #11-12,11,120,620000,5167,480,29/08/2008,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.7,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,602912,1/10/1999,17088,8.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.974,Top Half,2008
THE RIVERVALE,1 Rivervale Link  #11-13,11,121,848000,7008,651,25/02/2011,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.2,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,563552,1/9/1999,284448,11.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,90.793,Top Half,2011
THE RIVERVALE,1 Rivervale Link  #11-15,11,122,838000,6869,638,17/05/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.4,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,621300,10/6/1999,216700,10.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,87.841,Top Half,2010
THE RIVERVALE,1 Rivervale Link  #11-15,11,122,1010000,8279,769,23/07/2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.6,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,3,838000,17/05/2010,172000,4.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.712,Top Half,2014
THE RIVERVALE,1 Rivervale Link  #12-03,12,121,980000,8099,752,7/4/2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.3,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,618200,1/6/1998,361800,15.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.842,Top Half,2014
THE RIVERVALE,1 Rivervale Link  #12-04,12,122,980000,8033,746,27/12/2013,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,611600,11/6/1999,368400,14.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.904,Top Half,2013
THE RIVERVALE,1 Rivervale Link  #12-05,12,120,930000,7750,720,29/07/2015,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,17.6,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,564960,1/9/1999,365040,15.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.315,Top Half,2015
THE RIVERVALE,1 Rivervale Link  #12-07,12,127,1020000,8031,746,24/02/2014,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.2,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,668800,25/06/1998,351200,15.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.984,Top Half,2014
THE RIVERVALE,1 Rivervale Link  #12-08,12,116,950000,8190,761,11/7/2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.6,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,598700,10/6/1998,351300,14.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.63,Top Half,2012
THE RIVERVALE,1 Rivervale Link  #12-08,12,116,960000,8276,769,17/06/2019,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,21.5,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,3,950000,11/7/2012,10000,6.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.611,Top Half,2019
THE RIVERVALE,1 Rivervale Link  #12-10,12,127,980000,7717,717,16/05/2012,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.4,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,668800,22/06/1998,311200,13.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.4,Top Half,2012
THE RIVERVALE,1 Rivervale Link  #12-11,12,117,950000,8120,754,23/07/2012,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.6,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,577300,22/06/1998,372700,14.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.63,Top Half,2012
THE RIVERVALE,1 Rivervale Link  #12-12,12,120,930000,7750,720,19/10/2015,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,17.8,N,N,Y,N,N,N,Y,N,N,Y,N,N,2,2,594688,18/09/1999,335312,16.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.982,Top Half,2015
THE RIVERVALE,1 Rivervale Link  #12-15,12,122,995000,8156,758,14/08/2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.7,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,625800,23/01/1999,369200,15.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.244,Top Half,2014
THE RIVERVALE,1 Rivervale Link  #13-01,13,122,986000,8082,751,8/8/2019,99 Yrs From 18/12/1997,2000,Resale,N.A,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,21.7,N,N,Y,N,Y,N,N,N,N,Y,N,N,2,2,641700,6/7/1998,344300,21.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.738,Top Half,2019
THE RIVERVALE,1 Rivervale Link  #13-04,13,122,850000,6967,647,3/12/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,593216,6/9/1999,256784,11.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.401,Top Half,2010
THE RIVERVALE,1 Rivervale Link  #13-04,13,122,968000,7934,737,26/06/2015,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,17.5,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,3,850000,3/12/2010,118000,4.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.67,Top Half,2015
THE RIVERVALE,1 Rivervale Link  #13-09,13,116,1090000,9397,873,9/7/2013,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,15.6,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,603200,20/06/1998,486800,15.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.422,Top Half,2013
THE RIVERVALE,1 Rivervale Link  #13-16,13,121,488000,4033,375,4/8/2006,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8.6,N,N,Y,N,N,N,Y,N,N,Y,N,N,0,2,636800,25/06/1998,-148800,8.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.085,Top Half,2006
THE RIVERVALE,1 Rivervale Link  #13-16,13,121,820000,6777,630,3/6/2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.5,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,3,488000,4/8/2006,332000,3.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,87.002,Top Half,2010
THE RIVERVALE,1 Rivervale Link  #14-01,14,122,481800,3949,367,16/12/2005,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,644700,19/06/1998,-162900,7.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,77.924,Top Half,2005
THE RIVERVALE,1 Rivervale Link  #14-03,14,121,975000,8058,749,17/08/2018,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.7,N,N,Y,N,N,Y,N,N,N,Y,N,N,2,2,607522,22/09/1999,367478,18.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.28,Top Half,2018
THE RIVERVALE,1 Rivervale Link  #14-05,14,120,950000,7917,735,15/08/2012,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.7,N,N,Y,N,N,Y,N,N,N,Y,N,N,0,2,715000,2/2/2010,235000,2.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,97.231,Top Half,2012
